# aperflux run Wed Sep 16 00:14:22 2020, aper=0.60, sigclip=5.0
# x y flux
4064	5139	0.030371
3991	3398	0.008329
2608	4064	-0.022050
2024	4492	0.059330
7417	4130	0.057963
3280	5332	0.047062
5229	5503	0.131645
3872	5235	-0.030904
2233	3608	-0.035139
3501	5743	0.085887
3150	5649	0.089167
6482	3990	0.050146
4225	3869	-0.096213
2785	5566	-0.002460
1755	3891	-0.005065
1827	4917	0.041512
2248	4335	0.079565
4964	4339	0.085558
3343	5106	-0.070692
2551	4347	-0.112275
2640	2995	0.049630
2393	4128	-0.061999
2078	4860	-0.107494
6710	3874	0.038112
2656	5742	-0.016183
5696	3014	0.000883
3852	5275	-0.023100
2855	5642	0.011765
2855	6870	-0.032436
7037	3794	0.068392
2329	4374	-0.003476
3116	4796	0.066145
6698	3476	0.210178
4877	5881	0.048555
4272	4223	0.088836
1883	6085	0.037722
2957	5483	0.017272
6227	5493	-0.033694
4522	5726	-0.030716
2485	3502	0.013942
3015	5062	0.023013
4465	3197	0.032444
3066	4810	0.014597
2684	6151	0.067914
7325	4505	0.055750
3116	5126	0.029364
4068	3847	0.032560
3426	4134	0.083032
3445	4590	0.097288
4640	2923	0.120406
2140	4744	0.088281
2738	3532	0.004749
2697	3122	-0.014506
5006	6307	0.025241
4266	5002	0.058733
6013	5078	0.048198
4539	3053	-0.085908
4127	5844	0.009971
3378	4244	0.017283
3637	5854	0.008319
3130	3177	0.035357
6433	2222	-0.024925
3191	2651	0.074285
5677	2458	0.076741
2778	3932	0.110918
4929	5769	0.110402
4710	2552	-0.039915
4650	5924	0.010171
2733	6438	0.056460
4494	3467	0.038664
3031	3284	0.003221
2509	4800	-0.050070
2430	6677	0.302659
2474	6463	-0.039993
5191	5192	-0.066647
4490	3291	0.034859
5098	4118	0.030896
3973	3130	-0.080902
2898	3957	0.161522
3851	5383	-0.000243
4031	2885	-0.018733
2366	3027	0.022176
2072	4492	-0.063317
4966	4729	0.040817
3857	6068	0.067068
3481	4622	0.030283
4288	5161	0.092187
4980	4133	-0.072251
3946	3431	-0.061272
2883	3807	0.017827
1630	5534	0.022960
3795	4848	-0.027137
6568	4509	0.074111
3193	2618	0.175767
2696	5004	0.089769
3572	4836	0.030464
2649	6788	-0.051844
2284	4929	0.023198
6792	2884	-0.009874
4692	3701	-0.088533
2809	6633	-0.024597
2457	5608	-0.020338
3413	4904	0.056912
3082	6571	-0.070656
4109	5039	-0.008814
2145	3626	-0.002106
4132	4784	-0.007097
4817	4049	0.000530
3582	4632	0.013381
2877	4797	-0.004799
3363	6406	-0.023803
2398	6113	0.048327
3676	3678	-0.074262
3664	6556	-0.017316
2057	4556	0.095294
3159	5238	-0.047438
3137	3139	0.043975
3966	3949	0.145722
5032	2237	-0.010501
3718	4369	-0.011730
3122	3303	-0.011976
3054	4343	0.054421
3535	2977	0.005801
3476	5300	-0.000574
3987	2751	-0.008031
1368	4092	0.015866
8378	3465	0.043193
3458	4662	-0.051150
2514	6297	0.016542
6485	3174	0.083389
1490	3525	-0.002674
8286	3622	-0.001635
4824	5017	0.049515
3188	5703	0.089792
4519	5749	-0.001214
2277	5698	-0.055830
7152	4201	-0.062753
5444	5368	-0.007301
4248	5663	-0.018253
4148	4611	-0.018945
2641	4413	0.037926
5623	3179	0.105907
3720	4645	-0.075457
4570	5687	-0.010961
3382	3694	-0.003383
3247	5105	0.104762
3877	5916	-0.027040
2931	6264	0.007642
4212	5926	0.043710
3464	4850	-0.020897
4035	5470	-0.006108
4088	6562	-0.015002
3322	4144	0.058498
4355	6085	-0.034570
1790	3888	0.073287
3322	6278	-0.003581
4416	5733	0.088451
6969	3485	-0.014970
2846	5057	0.004191
2203	3915	0.047465
3466	4095	-0.040165
4711	3732	-0.019719
3210	3708	-0.040722
3559	6554	0.023213
6304	3519	-0.006385
3957	6327	0.049483
2294	5753	0.093939
1831	4343	0.000269
5168	5056	0.018420
3146	4710	0.012635
4633	4102	-0.010166
2609	6383	-0.055641
5080	5502	0.067964
1756	5091	0.029662
4200	5132	0.039032
2296	3706	-0.044094
3330	5038	0.076235
4631	3860	-0.075716
4170	3879	-0.090724
2153	5649	-0.030425
4866	6113	-0.007853
3895	4535	0.060281
4766	3375	0.019841
4883	3373	-0.004191
6278	1887	-0.032988
3876	5718	-0.003421
2584	3168	-0.046479
2075	5626	0.033673
3500	6536	0.032952
2952	3594	-0.000581
4432	6058	0.018694
6771	2444	0.020354
2788	5960	0.034241
4551	3777	-0.009925
6250	5326	0.035871
4133	3225	0.015901
3129	3312	-0.057567
4349	6072	0.002395
3685	5003	-0.037393
1135	3313	0.075674
4320	3305	0.046953
3428	4796	-0.048742
4111	3107	0.066365
3554	3436	-0.070771
3908	6234	0.201118
3108	5685	-0.054482
4340	5119	-0.015337
6175	3170	-0.053796
3739	3026	0.020345
2799	3659	-0.005580
3167	4791	-0.079494
1988	2892	-0.037844
4905	4194	0.149815
4366	3882	-0.010816
1983	4661	-0.049253
4230	4246	-0.001799
4615	4503	-0.000803
2320	4566	0.099681
4403	3955	-0.009119
7576	3987	-0.024244
2750	6074	0.077190
4284	5618	0.100733
1814	3517	0.068474
2631	6725	-0.103183
2861	6591	0.031110
2719	2971	0.011505
4489	4133	0.042129
4249	3132	-0.009017
7384	4156	0.021175
2707	3925	-0.008014
4006	5656	-0.056196
3051	4062	0.146548
6588	3963	-0.100345
4979	4662	-0.024726
5995	5215	-0.055579
4548	5373	0.028405
4913	2638	0.164868
2862	3056	0.007151
2814	3081	-0.039748
4485	4711	0.080680
6294	4853	0.132445
3811	3116	0.015876
2933	5462	0.059990
3175	3291	-0.083096
5064	5154	0.004423
1753	3660	0.053764
4546	5859	-0.055623
3826	4658	-0.064814
3737	5414	-0.111606
2598	6312	0.095917
4352	6213	0.072370
4562	3330	-0.004355
4929	6240	0.018503
2601	3719	-0.029412
5009	5228	0.010717
5162	3995	0.023309
4370	6398	0.014566
3870	3438	0.094935
2151	3789	-0.171019
2561	5039	0.058835
4678	5255	0.036795
3948	3592	-0.038232
3314	5756	-0.022995
3929	5018	-0.076664
2481	5412	-0.082134
2084	2876	-0.051121
2768	3540	0.078045
2645	6405	0.009713
2932	4597	0.108036
1954	3636	0.038095
2952	5025	0.034040
5143	2311	0.030437
2274	4000	-0.060016
4537	5347	0.114153
4327	2918	0.062606
4213	4013	-0.022346
2546	5364	0.004869
5557	3522	-0.098972
4873	5291	-0.012338
1778	3814	0.037467
3525	5851	0.026979
4769	5436	0.007176
4626	5871	0.099440
2299	4451	0.015219
2627	4635	-0.076077
5443	6006	0.009314
4169	2942	-0.012614
6799	3943	0.178521
2992	5546	0.018770
2292	5190	-0.004624
2197	3370	-0.027405
4075	2816	0.131453
5987	1580	-0.043086
2343	5221	0.080144
2863	2985	-0.031174
3256	3284	-0.038007
4560	2924	-0.005050
3951	5145	-0.025234
3472	4253	0.075804
3257	4207	-0.031344
3326	5334	-0.052577
3480	5335	0.020388
4954	5192	-0.003661
5708	3422	0.070931
4105	4997	-0.014662
1513	4398	-0.095208
5354	3831	0.079831
5122	2559	0.062798
2709	3307	0.033132
3035	3030	0.009807
3266	3945	-0.069226
6306	2837	-0.085932
1679	3837	-0.064936
2664	5674	0.097137
4322	3234	0.016746
3155	6658	-0.061959
7876	3745	-0.012969
2620	5238	0.016018
4808	6348	0.046290
3902	3968	-0.077243
2262	3881	-0.031809
3822	5089	-0.075725
2768	6884	0.177505
6155	5317	0.006056
2839	6265	0.053660
2482	4785	0.092064
3605	3068	-0.067961
3755	4750	-0.043326
2359	4812	0.011821
2006	4831	0.036527
4011	3352	0.028321
6109	1722	0.052238
2709	6527	0.022060
5827	5379	-0.066881
2724	4506	0.041169
4705	5235	0.066174
3817	4546	-0.090103
4129	4246	-0.048639
2367	4160	0.062638
5247	4763	0.009437
3681	3921	-0.056922
3836	3220	-0.004912
4831	4158	-0.035173
4406	3929	0.006882
6336	4801	-0.003482
3471	6044	-0.038138
4291	6275	0.002286
2755	5695	-0.012524
3624	6261	0.140298
4628	3559	0.073510
1717	3835	0.042251
5050	2759	-0.030312
2567	3560	-0.048785
4076	6456	0.066845
7583	3724	-0.044224
3196	4337	0.059115
3501	5816	0.020954
2607	2665	-0.003131
5265	4508	0.078251
3548	5816	-0.094613
2776	4428	0.046939
3343	6753	-0.020626
3962	5137	-0.034063
5122	4965	0.032023
5072	4455	0.109503
3180	5070	0.081951
2121	5804	0.008493
3193	6821	-0.003183
4332	4894	0.012816
5475	5676	0.030085
3239	5329	0.073627
4421	4549	0.060200
6621	3159	0.078053
5281	4530	-0.069934
2488	4580	0.179985
5237	4078	0.037375
5072	4772	0.030513
7672	2858	0.035486
6241	2210	-0.021139
6646	3179	0.005580
1928	3706	-0.045013
5115	4678	-0.080689
5075	4468	0.089458
6430	1550	0.036359
5842	5151	-0.011182
5231	3680	-0.037717
7188	4062	-0.031813
2701	3622	-0.015966
2626	3357	-0.034196
5143	5421	-0.004304
2238	4873	0.038136
4154	4714	0.187037
3949	6060	-0.101079
4638	5851	-0.006361
4399	2876	0.037700
7261	2594	0.126516
4327	3592	0.017437
4152	3428	0.039187
3591	6463	-0.056359
3502	3142	-0.039860
2264	5243	-0.000090
4330	4833	0.009021
3805	3852	0.012095
6918	2628	0.016862
3908	3588	0.039461
3627	4379	0.027983
5212	3546	0.045189
4858	3793	0.004804
3334	3082	0.008383
3357	5192	-0.100401
2195	3883	-0.006630
2148	5728	0.029606
2456	6621	0.027667
2472	5352	0.099415
4411	6060	-0.007037
5508	3330	0.081391
5359	2108	0.109060
3219	6183	0.029307
1677	3567	-0.040939
5938	5513	0.075756
3109	6253	0.082961
5015	5529	-0.028694
2254	3841	0.006639
2343	5044	0.215927
4162	5649	-0.018047
1834	4458	-0.082833
3044	5164	-0.003599
3591	6518	0.016107
2643	6682	-0.040200
4416	5145	-0.061826
4385	3068	0.031572
3472	4250	0.040222
4563	4232	0.155015
3431	3333	-0.039754
5538	6065	-0.009451
2975	4669	-0.035510
6170	2712	0.159296
4588	4797	0.138785
5860	4001	0.011872
